2018-08-16 21:55:47,忘卿209,耒阳,5,很好看，绝望中人性表露完美，主题深刻。令人回味。
2018-08-16 21:41:05,gfa934078290,南宁,4,黄渤首映，精彩～好看！
2018-08-16 21:41:03,大水牛回来了,保山,3.5,因为情节是虚构的，开始就知道结局他们一定会离开，只是离开过程遇到的不可预知的问题。
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:41:17,記譩肖肖、,盖州,5,总体来说还好吧，这部片子把人性体现的淋漓尽致
2018-08-16 21:41:11,我就是那个张某,合肥,4,这部的经典之处在于影片中几大主演的不一样的决定会让电影诠释不一样的东西，都是那些人性有关的。比如王迅史教授代表的大众，哪怕有一人爆发一下血性，那么可以说是人的本性是有尊严的。又如舒淇代表的女性弱势群体，在其中没有过多表现依附和背叛本心的事情，仅有王宝强那一个女的。如果加进去也是能理解的。还如张艺兴最后被黄勃强制拉回来没有犯罪，完全可以改成黄勃劝醒张艺兴的人性善，也同样可以诠释。最后如黄勃被张艺兴黄袍加身，真就抛弃所有人，那也是人性的诠释。其实人性就是这样，有时候一个念头就是另外一个人了。好与坏就是人性的不同面，只是都合理罢了。
2018-08-16 21:41:05,gfa934078290,南宁,4,黄渤首映，精彩～好看！
2018-08-16 21:41:03,大水牛回来了,保山,3.5,因为情节是虚构的，开始就知道结局他们一定会离开，只是离开过程遇到的不可预知的问题。
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:41:11,我就是那个张某,合肥,4,这部的经典之处在于影片中几大主演的不一样的决定会让电影诠释不一样的东西，都是那些人性有关的。比如王迅史教授代表的大众，哪怕有一人爆发一下血性，那么可以说是人的本性是有尊严的。又如舒淇代表的女性弱势群体，在其中没有过多表现依附和背叛本心的事情，仅有王宝强那一个女的。如果加进去也是能理解的。还如张艺兴最后被黄勃强制拉回来没有犯罪，完全可以改成黄勃劝醒张艺兴的人性善，也同样可以诠释。最后如黄勃被张艺兴黄袍加身，真就抛弃所有人，那也是人性的诠释。其实人性就是这样，有时候一个念头就是另外一个人了。好与坏就是人性的不同面，只是都合理罢了。
2018-08-16 21:41:05,gfa934078290,南宁,4,黄渤首映，精彩～好看！
2018-08-16 21:41:03,大水牛回来了,保山,3.5,因为情节是虚构的，开始就知道结局他们一定会离开，只是离开过程遇到的不可预知的问题。
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:41:05,gfa934078290,南宁,4,黄渤首映，精彩～好看！
2018-08-16 21:41:03,大水牛回来了,保山,3.5,因为情节是虚构的，开始就知道结局他们一定会离开，只是离开过程遇到的不可预知的问题。
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:41:03,大水牛回来了,保山,3.5,因为情节是虚构的，开始就知道结局他们一定会离开，只是离开过程遇到的不可预知的问题。
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:40:49,刘瑟夫_,天津,4.5,寓言故事看人生
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:40:38,jll123.,禹州,5,好看。。。。。。。。
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:40:36,随意的羁绊,重庆,5,go……~……
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:40:17,甜小甜1998,金华,4,很搞笑，也很感动，
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:39:59,灰机中的战斗鸡,成都,4,一般，应该是发挥一般渤哥。感情线太拖拉了
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:39:50,AAA天行健930,郑州,5,以一个小岛上的人阐述了整个社会的人性！不浮夸每个演员都都代表了不同性格的人！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:37:52,小女人.轻熟风,中山,5,还好！没有想象中那么好看！
2018-08-16 21:39:41,厄运咪休,百色,5,呵呵给的呵呵给的给个
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:37:52,小女人.轻熟风,中山,5,还好！没有想象中那么好看！
2018-08-16 21:37:47,777琪琪琪琪,南京,4.5,这部戏包括到的点有很多，整部电影的打的背景在一个末日的情况下，而面对金钱，人性将受到考验。整部电影的层次也有很多，可以说黄渤费心了
2018-08-16 21:39:41,小艳,湛江,2.5,一般般不好看
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:37:52,小女人.轻熟风,中山,5,还好！没有想象中那么好看！
2018-08-16 21:37:47,777琪琪琪琪,南京,4.5,这部戏包括到的点有很多，整部电影的打的背景在一个末日的情况下，而面对金钱，人性将受到考验。整部电影的层次也有很多，可以说黄渤费心了
2018-08-16 21:37:38,鸟蛋超人,东莞,4.5,每个人在掌握了权利之后都会为了维护自己的势力而变得专制，小王是，老总是，小兴也是，无论是行为上的，利用扑克牌制度式的，还是对外面世界的隐瞒，试图让这群人沉溺于孤岛世界。本来是一场促进友谊的团建变成了权利的争斗。患难见真情，这场意外更多的是对人性的考验。这部影片值得我们思考的东西太多太多。
2018-08-16 21:39:38,张张玮玮,潍坊,3.5,支持渤儿给7分，唉……
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:37:52,小女人.轻熟风,中山,5,还好！没有想象中那么好看！
2018-08-16 21:37:47,777琪琪琪琪,南京,4.5,这部戏包括到的点有很多，整部电影的打的背景在一个末日的情况下，而面对金钱，人性将受到考验。整部电影的层次也有很多，可以说黄渤费心了
2018-08-16 21:37:38,鸟蛋超人,东莞,4.5,每个人在掌握了权利之后都会为了维护自己的势力而变得专制，小王是，老总是，小兴也是，无论是行为上的，利用扑克牌制度式的，还是对外面世界的隐瞒，试图让这群人沉溺于孤岛世界。本来是一场促进友谊的团建变成了权利的争斗。患难见真情，这场意外更多的是对人性的考验。这部影片值得我们思考的东西太多太多。
2018-08-16 21:37:37,哎呦，不错哦236,徐州,5,不错，真实又好看
2018-08-16 21:39:36,yy6108i,化州,0.5,一出烂戏……
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
2018-08-16 21:38:42,nfZ848293660,台州,5,很好看啊，虽然是黄渤的处女作，但是拍的还是很好的，里面对人性啊对社会都有一定的描述，而且张艺兴在里面居然都有演技了，有些场景还给人亮点呢！总之，很好看！
2018-08-16 21:38:37,ZXY140828,克拉玛依,2.5,感觉一般真的
2018-08-16 21:38:16,tinity,西安,2.5,尴尬... 特别前半段，什么剪辑...个人觉得故事逻辑架构完全就不合理啊...带入不了...大家人设都被拍的像傻子没灵魂...不是那种真实人性的表达，可能期待太高了...黄渤想表达的东西太多了 点也比较深入..不好表达，后半段某些感人镜头拍的不错。但我不觉得不像部成熟电影，很像练习生的拼凑作品。
2018-08-16 21:37:52,小女人.轻熟风,中山,5,还好！没有想象中那么好看！
2018-08-16 21:37:47,777琪琪琪琪,南京,4.5,这部戏包括到的点有很多，整部电影的打的背景在一个末日的情况下，而面对金钱，人性将受到考验。整部电影的层次也有很多，可以说黄渤费心了
2018-08-16 21:37:38,鸟蛋超人,东莞,4.5,每个人在掌握了权利之后都会为了维护自己的势力而变得专制，小王是，老总是，小兴也是，无论是行为上的，利用扑克牌制度式的，还是对外面世界的隐瞒，试图让这群人沉溺于孤岛世界。本来是一场促进友谊的团建变成了权利的争斗。患难见真情，这场意外更多的是对人性的考验。这部影片值得我们思考的东西太多太多。
2018-08-16 21:37:37,哎呦，不错哦236,徐州,5,不错，真实又好看
2018-08-16 21:37:02,TgK997401258,贵阳,4.5,我们家艺兴真的太棒了真的没有pick错人 艺兴加油
2018-08-16 21:39:25,楠8889,沈阳,4,还不错 只是演员都太熟悉 没带入感。但剧情不错
2018-08-16 21:39:22,kWx812769363,大连,5,值得一看的电影
2018-08-16 21:39:22,DEM960082478,哈尔滨,4,我可得一出好戏比巨齿鲨和西红柿🍅都要好，人物刻画特别突出
2018-08-16 21:39:01,pxzhangting,广州,3.5,抢夺实物那段太多了
2018-08-16 21:39:00,pvE504423038,海城,5,一出好戏！挺好！
2018-08-16 21:38:50,山鸡,上海,3.5,emmm喜剧？这弟弟被卖的简直了我彩票你要和我一起去你大楼关我雕事卖了你我拿个好名声在拿个妹，人家黄老板还说不定对我大义灭亲感激有加这弟弟简直天真，你半夜离开考什么？2个人离开做梦呢，还是大马机智本来身体难受想看个喜剧，。。。现在都是这种喜剧吗
